HPO_term	GO_term	Co-occurrence_similarity_(S)
HP:0005989	GO:0005777	0.3810
HP:0005989	GO:0005778	0.5789
HP:0005989	GO:0005779	0.5833
HP:0005989	GO:0006625	0.5455
HP:0005989	GO:0007031	0.6897
HP:0005989	GO:0008022	0.2222
HP:0005989	GO:0016557	0.2222
HP:0005989	GO:0016558	0.6400
HP:0005989	GO:0016559	0.2000
HP:0005989	GO:0016560	0.2222
HP:0005989	GO:0016561	0.3158
HP:0005989	GO:0042623	0.2000
HP:0005989	GO:0045046	0.4000
HP:0005989	GO:0060152	0.2222
HP:0005989	GO:0070126	0.2000
HP:0005989	GO:1901094	0.2222
HP:0005990	GO:0004996	0.5714
HP:0005990	GO:0030878	0.3333
HP:0005991	GO:0005859	0.3333
HP:0005991	GO:0005865	0.4444
HP:0005991	GO:0006941	0.2667
HP:0005991	GO:0030240	0.5000
HP:0005991	GO:0048741	0.4000
HP:0005997	GO:0034993	0.5000
HP:0005997	GO:0090286	0.5714
HP:0006009	GO:0048705	0.3077
HP:0006012	GO:0035987	0.2222
HP:0006035	GO:0060170	0.2000
HP:0006086	GO:0003755	0.2667
HP:0006086	GO:0005584	0.2857
HP:0006086	GO:0032991	0.2667
HP:0006086	GO:0043589	0.2667
HP:0006086	GO:0061077	0.2857
HP:0006089	GO:0008544	0.2162
HP:0006089	GO:0030056	0.4000
HP:0006089	GO:0031581	0.6250
HP:0006092	GO:0032332	0.4444
HP:0006097	GO:0042733	0.2667
HP:0006097	GO:0048566	0.3636
HP:0006107	GO:0001569	0.3333
HP:0006107	GO:0001937	0.2500
HP:0006107	GO:0003203	0.2500
HP:0006107	GO:0005024	0.4000
HP:0006107	GO:0010596	0.4000
HP:0006107	GO:0010862	0.3077
HP:0006107	GO:0017015	0.2857
HP:0006107	GO:0030509	0.2286
HP:0006107	GO:0030513	0.3750
HP:0006107	GO:0035912	0.4444
HP:0006107	GO:0043537	0.4000
HP:0006107	GO:0048185	0.5714
HP:0006107	GO:0050431	0.2857
HP:0006107	GO:0071773	0.3333
HP:0006107	GO:0090500	0.6667
HP:0006107	GO:2000279	0.5714
HP:0006109	GO:0003009	0.3158
HP:0006109	GO:0005861	0.3333
HP:0006109	GO:0030049	0.2424
HP:0006109	GO:0043462	0.3636
HP:0006110	GO:0005007	0.4000
HP:0006110	GO:0010518	0.3333
HP:0006110	GO:0017134	0.2500
HP:0006110	GO:0030282	0.2667
HP:0006110	GO:0048705	0.2667
HP:0006112	GO:0003725	0.3077
HP:0006112	GO:0003727	0.5714
HP:0006112	GO:0009597	0.8000
HP:0006112	GO:0032480	0.3077
HP:0006112	GO:0032727	0.4444
HP:0006112	GO:0032728	0.2857
HP:0006112	GO:0034344	1.0000
HP:0006112	GO:0039528	1.0000
HP:0006114	GO:0004702	0.3333
HP:0006114	GO:0004708	0.4444
HP:0006114	GO:0004712	0.3636
HP:0006114	GO:0032872	0.5000
HP:0006114	GO:0035897	0.6667
HP:0006114	GO:0043539	0.3333
HP:0006114	GO:0071902	0.3333
HP:0006114	GO:0090170	0.5714
HP:0006114	GO:1903800	0.5000
HP:0006114	GO:2000641	0.5000
HP:0006121	GO:0019233	0.3333
HP:0006143	GO:0000077	0.2353
HP:0006143	GO:0007099	0.3000
HP:0006143	GO:0098535	0.2667
HP:0006143	GO:0098536	0.2667
HP:0006149	GO:0005589	0.6667
HP:0006149	GO:0030574	0.2222
HP:0006149	GO:0035987	0.2000
HP:0006149	GO:0070208	0.6667
HP:0006149	GO:1903561	0.2000
HP:0006159	GO:0045879	0.2353
HP:0006176	GO:0006024	0.2105
HP:0006176	GO:0006027	0.2222
HP:0006176	GO:0030203	0.2857
HP:0006191	GO:0032872	0.2000
HP:0006191	GO:0035897	0.2222
HP:0006191	GO:0090170	0.2105
HP:0006191	GO:1903800	0.2000
HP:0006191	GO:2000641	0.2000
HP:0006201	GO:0043206	0.5000
HP:0006201	GO:0043588	0.2667
HP:0006201	GO:0048407	0.3333
HP:0006206	GO:0032332	0.4444
HP:0006228	GO:0032332	0.4444
HP:0006232	GO:0003725	0.3077
HP:0006232	GO:0003727	0.5714
HP:0006232	GO:0009597	0.8000
HP:0006232	GO:0032480	0.3077
HP:0006232	GO:0032727	0.4444
HP:0006232	GO:0032728	0.2857
HP:0006232	GO:0034344	1.0000
HP:0006232	GO:0039528	1.0000
HP:0006234	GO:0035987	0.2105
HP:0006237	GO:0016514	0.3636
HP:0006237	GO:0030020	0.4000
HP:0006237	GO:0051216	0.2857
HP:0006252	GO:0035987	0.2222
HP:0006266	GO:0006564	0.5000
HP:0006267	GO:0007224	0.2353
HP:0006267	GO:0035869	0.5000
HP:0006267	GO:0036038	0.6923
HP:0006267	GO:0055087	0.2353
HP:0006267	GO:0060271	0.2632
HP:0006270	GO:0030324	0.2500
HP:0006270	GO:0048468	0.2609
HP:0006270	GO:0048566	0.2353
HP:0006279	GO:0015272	0.4000
HP:0006279	GO:0015758	0.2000
HP:0006279	GO:0045721	0.4444
HP:0006279	GO:0045725	0.3077
HP:0006279	GO:0051594	0.5714
HP:0006285	GO:0097186	0.2667
HP:0006288	GO:0016342	0.2000
HP:0006288	GO:0046975	0.2500
HP:0006288	GO:0086073	0.2000
HP:0006288	GO:0086083	0.2000
HP:0006298	GO:0007597	0.3529
HP:0006313	GO:0000717	0.4286
HP:0006313	GO:0005669	0.4615
HP:0006313	GO:0005675	0.5000
HP:0006313	GO:0006283	0.2727
HP:0006313	GO:0006289	0.2857
HP:0006313	GO:0006293	0.4000
HP:0006313	GO:0006294	0.4000
HP:0006313	GO:0006295	0.4000
HP:0006313	GO:0006296	0.3000
HP:0006313	GO:0006361	0.4615
HP:0006313	GO:0006362	0.5000
HP:0006313	GO:0006363	0.4615
HP:0006313	GO:0006368	0.3529
HP:0006313	GO:0006370	0.7500
HP:0006313	GO:0008094	0.2222
HP:0006313	GO:0008353	0.5000
HP:0006313	GO:0033683	0.2857
HP:0006313	GO:0035315	0.3636
HP:0006313	GO:0070911	0.3529
HP:0006313	GO:1901990	0.4444
HP:0006315	GO:0007224	0.2632
HP:0006316	GO:0005588	0.8000
HP:0006316	GO:0030199	0.2727
HP:0006316	GO:0032964	0.8000
HP:0006316	GO:0043588	0.2500
HP:0006316	GO:0048407	0.3077
HP:0006316	GO:0048592	0.6667
HP:0006316	GO:1903225	0.8000
HP:0006323	GO:0043588	0.2069
HP:0006335	GO:0015467	0.2105
HP:0006335	GO:0097094	0.2222
HP:0006342	GO:0042475	0.2727
HP:0006342	GO:0090244	0.2857
HP:0006349	GO:0097094	0.3077
HP:0006353	GO:0003725	0.3077
HP:0006353	GO:0003727	0.5714
HP:0006353	GO:0009597	0.8000
HP:0006353	GO:0032480	0.3077
HP:0006353	GO:0032727	0.4444
HP:0006353	GO:0032728	0.2857
HP:0006353	GO:0034344	1.0000
HP:0006353	GO:0039528	1.0000
HP:0006361	GO:0000076	0.4444
HP:0006361	GO:0000082	0.3333
HP:0006361	GO:0000083	0.4000
HP:0006361	GO:0000166	0.4444
HP:0006361	GO:0000808	0.6667
HP:0006361	GO:0003688	0.4000
HP:0006361	GO:0005664	0.6667
HP:0006361	GO:0006260	0.2105
HP:0006361	GO:0006270	0.5000
HP:0006367	GO:0003755	0.2353
HP:0006367	GO:0005518	0.2105
HP:0006367	GO:0005584	0.2500
HP:0006367	GO:0032991	0.3529
HP:0006367	GO:0043589	0.2353
HP:0006367	GO:0060348	0.2400
HP:0006367	GO:0061077	0.3478
HP:0006367	GO:1901874	0.2500
HP:0006368	GO:0000027	0.2222
HP:0006368	GO:0000028	0.3636
HP:0006368	GO:0000184	0.6341
HP:0006368	GO:0000462	0.2727
HP:0006368	GO:0002181	0.3000
HP:0006368	GO:0003735	0.6667
HP:0006368	GO:0005840	0.4348
HP:0006368	GO:0006364	0.5652
HP:0006368	GO:0006412	0.5778
HP:0006368	GO:0006413	0.6047
HP:0006368	GO:0006614	0.7027
HP:0006368	GO:0015935	0.3810
HP:0006368	GO:0019083	0.6341
HP:0006368	GO:0022625	0.4348
HP:0006368	GO:0022627	0.5000
HP:0006368	GO:0030490	0.2000
HP:0006368	GO:0034101	0.2105
HP:0006368	GO:0042273	0.4000
HP:0006368	GO:0042274	0.4545
HP:0006386	GO:0003725	0.3077
HP:0006386	GO:0003727	0.5714
HP:0006386	GO:0009597	0.8000
HP:0006386	GO:0032480	0.3077
HP:0006386	GO:0032727	0.4444
HP:0006386	GO:0032728	0.2857
HP:0006386	GO:0034344	1.0000
HP:0006386	GO:0039528	1.0000
HP:0006397	GO:0097094	0.8000
HP:0006398	GO:0005594	1.0000
HP:0006398	GO:0030020	0.6667
HP:0006402	GO:0042826	0.2105
HP:0006407	GO:0005594	0.8571
HP:0006407	GO:0030020	0.6000
HP:0006415	GO:0030279	0.4000
HP:0006434	GO:0000077	0.2667
HP:0006434	GO:0005694	0.2105
HP:0006434	GO:0005814	0.2000
HP:0006434	GO:0007099	0.3333
HP:0006434	GO:0098535	0.3077
HP:0006434	GO:0098536	0.3077
HP:0006442	GO:0000077	0.2857
HP:0006442	GO:0005694	0.2222
HP:0006442	GO:0005814	0.2051
HP:0006442	GO:0007099	0.3529
HP:0006442	GO:0098535	0.3333
HP:0006442	GO:0098536	0.3333
HP:0006443	GO:0000808	0.2000
HP:0006443	GO:0005664	0.2000
HP:0006443	GO:0006337	0.2500
HP:0006443	GO:0016514	0.2941
HP:0006443	GO:0071564	0.2500
HP:0006443	GO:0071565	0.2500
HP:0006460	GO:0005589	0.6667
HP:0006460	GO:0030574	0.2222
HP:0006460	GO:0035987	0.2000
HP:0006460	GO:0070208	0.6667
HP:0006460	GO:1903561	0.2000
HP:0006461	GO:0007052	0.2500
HP:0006466	GO:0005589	0.2500
HP:0006466	GO:0030574	0.2609
HP:0006466	GO:0035987	0.2667
HP:0006466	GO:0070208	0.2500
HP:0006477	GO:0060170	0.2000
HP:0006480	GO:0007004	0.2069
HP:0006487	GO:0036038	0.2432
HP:0006487	GO:0060271	0.2097
HP:0006498	GO:0000076	0.2353
HP:0006498	GO:0000082	0.2632
HP:0006498	GO:0000083	0.2609
HP:0006498	GO:0000166	0.2353
HP:0006498	GO:0000808	0.3529
HP:0006498	GO:0000980	0.2143
HP:0006498	GO:0001164	0.2500
HP:0006498	GO:0003688	0.2222
HP:0006498	GO:0005664	0.3529
HP:0006498	GO:0006260	0.2174
HP:0006498	GO:0006270	0.3000
HP:0006498	GO:0006337	0.4211
HP:0006498	GO:0006338	0.2857
HP:0006498	GO:0016514	0.4762
HP:0006498	GO:0016922	0.2105
HP:0006498	GO:0030957	0.2000
HP:0006498	GO:0031492	0.3000
HP:0006498	GO:0043044	0.3000
HP:0006498	GO:0043923	0.2353
HP:0006498	GO:0048096	0.2353
HP:0006498	GO:0071564	0.4211
HP:0006498	GO:0071565	0.4211
HP:0006498	GO:1901838	0.2222
HP:0006498	GO:1902661	0.2500
HP:0006501	GO:0036297	0.3210
HP:0006501	GO:0043240	0.2353
HP:0006510	GO:0003341	0.3750
HP:0006510	GO:0005930	0.2766
HP:0006510	GO:0036158	0.3117
HP:0006510	GO:0036159	0.2162
HP:0006510	GO:0070286	0.2192
HP:0006515	GO:0000723	0.2222
HP:0006515	GO:0000783	0.2222
HP:0006515	GO:0003720	0.2500
HP:0006515	GO:0005697	0.4762
HP:0006515	GO:0005732	0.2222
HP:0006515	GO:0007004	0.4167
HP:0006515	GO:0010521	0.2222
HP:0006515	GO:0031118	0.3529
HP:0006515	GO:0031120	0.3529
HP:0006515	GO:0031429	0.3529
HP:0006515	GO:0034513	0.3529
HP:0006515	GO:0042162	0.3000
HP:0006515	GO:0070034	0.5000
HP:0006515	GO:0070200	0.2105
HP:0006515	GO:0072589	0.3529
HP:0006515	GO:0090661	0.3529
HP:0006515	GO:1904851	0.2353
HP:0006515	GO:1904874	0.3333
HP:0006517	GO:0007585	0.2857
HP:0006517	GO:0042599	0.3636
HP:0006517	GO:0044267	0.2174
HP:0006517	GO:0045334	0.2857
HP:0006517	GO:0097208	0.4444
HP:0006517	GO:0097486	0.4444
HP:0006519	GO:0042599	0.2000
HP:0006524	GO:0005587	0.5000
HP:0006525	GO:0000712	0.2609
HP:0006525	GO:0000724	0.2439
HP:0006525	GO:0000732	0.2162
HP:0006525	GO:0006281	0.2535
HP:0006525	GO:0006289	0.2286
HP:0006525	GO:0036297	0.6500
HP:0006525	GO:0043240	0.5926
HP:0006528	GO:0061077	0.2051
HP:0006530	GO:0031902	0.2000
HP:0006532	GO:0003341	0.2970
HP:0006532	GO:0005930	0.2435
HP:0006532	GO:0036158	0.2449
HP:0006536	GO:0003341	0.6250
HP:0006536	GO:0003356	0.2632
HP:0006536	GO:0005930	0.4194
HP:0006536	GO:0007368	0.2593
HP:0006536	GO:0030317	0.3256
HP:0006536	GO:0031514	0.2000
HP:0006536	GO:0036157	0.2632
HP:0006536	GO:0036158	0.5333
HP:0006536	GO:0036159	0.3810
HP:0006536	GO:0044458	0.3333
HP:0006536	GO:0060287	0.3000
HP:0006536	GO:0070286	0.3902
HP:0006536	GO:0071907	0.2051
HP:0006538	GO:0019869	0.4444
HP:0006548	GO:0001569	0.3333
HP:0006548	GO:0001937	0.2500
HP:0006548	GO:0003203	0.2500
HP:0006548	GO:0005024	0.4000
HP:0006548	GO:0010596	0.4000
HP:0006548	GO:0010862	0.3077
HP:0006548	GO:0017015	0.2857
HP:0006548	GO:0030509	0.2286
HP:0006548	GO:0030513	0.3750
HP:0006548	GO:0035912	0.4444
HP:0006548	GO:0043537	0.4000
HP:0006548	GO:0048185	0.5714
HP:0006548	GO:0050431	0.2857
HP:0006548	GO:0071773	0.3333
HP:0006548	GO:0090500	0.6667
HP:0006548	GO:2000279	0.5714
HP:0006554	GO:0005750	0.4286
HP:0006554	GO:0006122	0.3571
HP:0006554	GO:0034551	0.3704
HP:0006557	GO:0030991	0.3333
HP:0006557	GO:0030992	0.2500
HP:0006557	GO:0035721	0.3158
HP:0006557	GO:0097542	0.5161
HP:0006558	GO:0005750	0.7500
HP:0006558	GO:0006119	0.2857
HP:0006558	GO:0006122	0.6250
HP:0006558	GO:0008121	0.3333
HP:0006558	GO:0009060	0.2222
HP:0006558	GO:0034551	0.6667
HP:0006563	GO:0030991	0.8000
HP:0006563	GO:0032391	0.2667
HP:0006563	GO:0035721	0.7273
HP:0006563	GO:0061512	0.2857
HP:0006563	GO:0097542	0.3478
HP:0006565	GO:0008535	0.2105
HP:0006565	GO:0033617	0.3810
HP:0006568	GO:0005977	0.3333
HP:0006568	GO:0005980	0.2667
HP:0006572	GO:0006921	0.2857
HP:0006572	GO:0016328	0.2400
HP:0006572	GO:0016342	0.2667
HP:0006572	GO:0030877	0.4000
HP:0006572	GO:0043525	0.2105
HP:0006572	GO:0045296	0.2000
HP:0006572	GO:0070411	0.2857
HP:0006572	GO:0071944	0.2857
HP:0006572	GO:1900740	0.2667
HP:0006572	GO:1904885	0.3333
HP:0006572	GO:1904886	0.3000
HP:0006572	GO:1990909	0.2667
HP:0006573	GO:0002169	1.0000
HP:0006573	GO:0004485	1.0000
HP:0006573	GO:0006552	0.6667
HP:0006573	GO:0006768	0.4000
HP:0006573	GO:0009083	0.2222
HP:0006573	GO:0051291	0.5000
HP:0006573	GO:1905202	1.0000
HP:0006574	GO:0001569	0.3333
HP:0006574	GO:0001937	0.2500
HP:0006574	GO:0003203	0.2500
HP:0006574	GO:0005024	0.4000
HP:0006574	GO:0010596	0.4000
HP:0006574	GO:0010862	0.3077
HP:0006574	GO:0017015	0.2857
HP:0006574	GO:0030509	0.2286
HP:0006574	GO:0030513	0.3750
HP:0006574	GO:0035912	0.4444
HP:0006574	GO:0043537	0.4000
HP:0006574	GO:0048185	0.5714
HP:0006574	GO:0050431	0.2857
HP:0006574	GO:0071773	0.3333
HP:0006574	GO:0090500	0.6667
HP:0006574	GO:2000279	0.5714
HP:0006579	GO:0005777	0.3218
HP:0006579	GO:0005778	0.3548
HP:0006579	GO:0005779	0.2917
HP:0006579	GO:0006625	0.2609
HP:0006579	GO:0007031	0.3774
HP:0006579	GO:0016558	0.3265
HP:0006591	GO:0000076	0.5000
HP:0006591	GO:0000082	0.3448
HP:0006591	GO:0000083	0.4286
HP:0006591	GO:0000166	0.5000
HP:0006591	GO:0000808	0.7500
HP:0006591	GO:0003688	0.4444
HP:0006591	GO:0005664	0.7500
HP:0006591	GO:0006260	0.2162
HP:0006591	GO:0006270	0.5455
HP:0006597	GO:0006783	0.2222
HP:0006628	GO:0000076	0.4000
HP:0006628	GO:0000082	0.3226
HP:0006628	GO:0000083	0.3750
HP:0006628	GO:0000166	0.4000
HP:0006628	GO:0000808	0.6000
HP:0006628	GO:0003688	0.3636
HP:0006628	GO:0005664	0.6000
HP:0006628	GO:0006260	0.2051
HP:0006628	GO:0006270	0.4615
HP:0006640	GO:0003755	0.2353
HP:0006640	GO:0005518	0.2105
HP:0006640	GO:0005584	0.2500
HP:0006640	GO:0032991	0.3529
HP:0006640	GO:0043589	0.2353
HP:0006640	GO:0060348	0.2400
HP:0006640	GO:0061077	0.3478
HP:0006640	GO:1901874	0.2500
HP:0006644	GO:0005930	0.2000
HP:0006644	GO:0030991	0.4706
HP:0006644	GO:0030992	0.2667
HP:0006644	GO:0035721	0.4444
HP:0006644	GO:0061512	0.2857
HP:0006644	GO:0097542	0.6000
HP:0006645	GO:0005592	0.5000
HP:0006670	GO:0008307	0.2667
HP:0006670	GO:0030017	0.2500
HP:0006670	GO:0030018	0.2933
HP:0006670	GO:0030049	0.3939
HP:0006670	GO:0045214	0.2449
HP:0006670	GO:0055010	0.2642
HP:0006670	GO:0060048	0.3636
HP:0006671	GO:0001518	0.3077
HP:0006671	GO:0005251	0.2286
HP:0006671	GO:0008076	0.2222
HP:0006671	GO:0010460	0.2222
HP:0006671	GO:0010765	0.2963
HP:0006671	GO:0014704	0.2286
HP:0006671	GO:0017080	0.2424
HP:0006671	GO:0035725	0.2222
HP:0006671	GO:0060048	0.2174
HP:0006671	GO:0060306	0.2143
HP:0006671	GO:0060307	0.3030
HP:0006671	GO:0060371	0.3200
HP:0006671	GO:0060372	0.3200
HP:0006671	GO:0060575	0.2727
HP:0006671	GO:0061337	0.2632
HP:0006671	GO:0071435	0.3077
HP:0006671	GO:0071805	0.2564
HP:0006671	GO:0086002	0.4375
HP:0006671	GO:0086005	0.3125
HP:0006671	GO:0086006	0.3333
HP:0006671	GO:0086008	0.2400
HP:0006671	GO:0086011	0.3333
HP:0006671	GO:0086012	0.3448
HP:0006671	GO:0086013	0.2400
HP:0006671	GO:0086014	0.3077
HP:0006671	GO:0086091	0.3600
HP:0006671	GO:0098915	0.2500
HP:0006671	GO:1902260	0.2400
HP:0006671	GO:1902282	0.2308
HP:0006671	GO:2000649	0.2222
HP:0006673	GO:0008307	0.2667
HP:0006673	GO:0030017	0.2500
HP:0006673	GO:0030018	0.2933
HP:0006673	GO:0030049	0.3939
HP:0006673	GO:0045214	0.2449
HP:0006673	GO:0055010	0.2642
HP:0006673	GO:0060048	0.3636
HP:0006682	GO:0002934	0.5714
HP:0006682	GO:0086073	0.3636
HP:0006682	GO:0086083	0.3636
HP:0006682	GO:0098911	0.2667
HP:0006685	GO:0002026	0.2083
HP:0006685	GO:0008307	0.2857
HP:0006685	GO:0030017	0.2712
HP:0006685	GO:0030018	0.2821
HP:0006685	GO:0030049	0.4058
HP:0006685	GO:0045214	0.2308
HP:0006685	GO:0055003	0.2000
HP:0006685	GO:0055010	0.2857
HP:0006685	GO:0060048	0.3768
HP:0006695	GO:0035097	0.2353
HP:0006695	GO:0044666	0.3077
HP:0006695	GO:0051568	0.2857
HP:0006695	GO:0060575	0.2857
HP:0006698	GO:0086005	0.2667
HP:0006698	GO:0086064	0.4000
HP:0006698	GO:0098911	0.3333
HP:0006699	GO:0014704	0.2105
HP:0006699	GO:0060371	0.4444
HP:0006699	GO:0060372	0.4444
HP:0006703	GO:0097542	0.2051
HP:0006706	GO:0007224	0.2353
HP:0006706	GO:0035869	0.5000
HP:0006706	GO:0036038	0.6923
HP:0006706	GO:0036064	0.2308
HP:0006706	GO:0060271	0.3158
HP:0006709	GO:0000775	0.2222
HP:0006709	GO:0005694	0.2069
HP:0006709	GO:0007062	0.2000
HP:0006709	GO:0008278	0.2727
HP:0006715	GO:0000104	0.5000
HP:0006715	GO:0005749	0.6154
HP:0006715	GO:0006099	0.4000
HP:0006715	GO:0006121	0.6154
HP:0006715	GO:0008177	0.3636
HP:0006715	GO:0009060	0.2353
HP:0006715	GO:0022904	0.2353
HP:0006715	GO:0045273	0.3636
HP:0006715	GO:0048039	0.3333
HP:0006716	GO:0006298	0.2553
HP:0006716	GO:0016446	0.2222
HP:0006719	GO:0000400	0.3636
HP:0006719	GO:0000710	0.5714
HP:0006719	GO:0006298	0.3158
HP:0006719	GO:0007131	0.2353
HP:0006719	GO:0016446	0.7500
HP:0006719	GO:0016447	0.8000
HP:0006719	GO:0030983	0.6667
HP:0006719	GO:0032137	0.6667
HP:0006719	GO:0032142	0.6667
HP:0006719	GO:0032143	0.8000
HP:0006719	GO:0032301	0.8000
HP:0006719	GO:0032357	0.5714
HP:0006719	GO:0032405	0.4444
HP:0006719	GO:0043531	0.2857
HP:0006719	GO:0043570	0.5714
HP:0006719	GO:0045190	0.4444
HP:0006719	GO:0045910	0.5714
HP:0006719	GO:0051096	0.5714
HP:0006721	GO:0002328	0.2857
HP:0006721	GO:0035162	0.2105
HP:0006721	GO:0051571	0.2000
HP:0006725	GO:0031648	0.2857
HP:0006737	GO:0000104	0.5000
HP:0006737	GO:0005749	0.6154
HP:0006737	GO:0006099	0.4000
HP:0006737	GO:0006121	0.6154
HP:0006737	GO:0008177	0.3636
HP:0006737	GO:0009060	0.2353
HP:0006737	GO:0022904	0.2353
HP:0006737	GO:0045273	0.3636
HP:0006737	GO:0048039	0.3333
HP:0006739	GO:0000717	0.2400
HP:0006739	GO:0000723	0.2069
HP:0006739	GO:0000783	0.2000
HP:0006739	GO:0003720	0.2222
HP:0006739	GO:0005697	0.4348
HP:0006739	GO:0005732	0.2000
HP:0006739	GO:0006294	0.2308
HP:0006739	GO:0007004	0.3846
HP:0006739	GO:0010521	0.2000
HP:0006739	GO:0031118	0.3158
HP:0006739	GO:0031120	0.3158
HP:0006739	GO:0031429	0.3158
HP:0006739	GO:0034513	0.3158
HP:0006739	GO:0042162	0.2727
HP:0006739	GO:0070034	0.4545
HP:0006739	GO:0070911	0.2143
HP:0006739	GO:0072589	0.3158
HP:0006739	GO:0090661	0.3158
HP:0006739	GO:1901990	0.2000
HP:0006739	GO:1904851	0.2105
HP:0006739	GO:1904874	0.3000
HP:0006744	GO:0006977	0.2400
HP:0006744	GO:0016604	0.2222
HP:0006744	GO:0042176	0.3636
HP:0006744	GO:0046677	0.2857
HP:0006744	GO:0090399	0.2667
HP:0006747	GO:0003358	0.2857
HP:0006747	GO:0010468	0.2222
HP:0006747	GO:0048484	0.2667
HP:0006747	GO:0048485	0.2857
HP:0006747	GO:0061549	0.2500
HP:0006748	GO:0000104	0.5000
HP:0006748	GO:0005749	0.6154
HP:0006748	GO:0006099	0.4000
HP:0006748	GO:0006121	0.6154
HP:0006748	GO:0008177	0.3636
HP:0006748	GO:0009060	0.2353
HP:0006748	GO:0022904	0.2353
HP:0006748	GO:0045273	0.3636
HP:0006748	GO:0048039	0.3333
HP:0006756	GO:0005587	0.5000
HP:0006758	GO:0000400	0.3636
HP:0006758	GO:0000710	0.5714
HP:0006758	GO:0006298	0.3158
HP:0006758	GO:0007131	0.2353
HP:0006758	GO:0016446	0.7500
HP:0006758	GO:0016447	0.8000
HP:0006758	GO:0030983	0.6667
HP:0006758	GO:0032137	0.6667
HP:0006758	GO:0032142	0.6667
HP:0006758	GO:0032143	0.8000
HP:0006758	GO:0032301	0.8000
HP:0006758	GO:0032357	0.5714
HP:0006758	GO:0032405	0.4444
HP:0006758	GO:0043531	0.2857
HP:0006758	GO:0043570	0.5714
HP:0006758	GO:0045190	0.4444
HP:0006758	GO:0045910	0.5714
HP:0006758	GO:0051096	0.5714
HP:0006765	GO:0004450	0.3333
HP:0006765	GO:0006102	0.3077
HP:0006765	GO:0006103	0.2222
HP:0006765	GO:0008375	0.2353
HP:0006765	GO:0015012	0.2667
HP:0006765	GO:0015014	0.3333
HP:0006765	GO:0015020	0.2667
HP:0006765	GO:0016757	0.2857
HP:0006765	GO:0033692	0.3333
HP:0006765	GO:0042328	0.3333
HP:0006765	GO:0050509	0.3333
HP:0006767	GO:0000079	0.5000
HP:0006767	GO:0004861	0.5714
HP:0006767	GO:0030511	0.2500
HP:0006767	GO:0031668	0.4000
HP:0006767	GO:0042326	0.4706
HP:0006767	GO:0071880	0.3333
HP:0006771	GO:0000400	0.2667
HP:0006771	GO:0000710	0.3636
HP:0006771	GO:0003148	0.2400
HP:0006771	GO:0003203	0.2105
HP:0006771	GO:0003222	0.2857
HP:0006771	GO:0006298	0.2609
HP:0006771	GO:0010665	0.4444
HP:0006771	GO:0010862	0.2069
HP:0006771	GO:0016446	0.5000
HP:0006771	GO:0016447	0.4444
HP:0006771	GO:0017015	0.2353
HP:0006771	GO:0030513	0.2105
HP:0006771	GO:0030983	0.4000
HP:0006771	GO:0032137	0.4000
HP:0006771	GO:0032142	0.4000
HP:0006771	GO:0032143	0.4444
HP:0006771	GO:0032301	0.4444
HP:0006771	GO:0032357	0.3636
HP:0006771	GO:0032405	0.3077
HP:0006771	GO:0035912	0.3333
HP:0006771	GO:0043531	0.2222
HP:0006771	GO:0043570	0.3636
HP:0006771	GO:0045190	0.3077
HP:0006771	GO:0045910	0.3636
HP:0006771	GO:0051096	0.3636
HP:0006771	GO:0060391	0.2857
HP:0006772	GO:0032007	0.3333
HP:0006772	GO:0033596	0.5714
HP:0006772	GO:0046627	0.4000
HP:0006772	GO:0051726	0.2353
HP:0006774	GO:0016235	0.2500
HP:0006774	GO:0016342	0.3636
HP:0006774	GO:0071681	0.4000
HP:0006774	GO:0090201	0.2857
HP:0006774	GO:1901215	0.2000
HP:0006778	GO:0000400	0.3636
HP:0006778	GO:0000710	0.5714
HP:0006778	GO:0006298	0.3158
HP:0006778	GO:0007131	0.2353
HP:0006778	GO:0016446	0.7500
HP:0006778	GO:0016447	0.8000
HP:0006778	GO:0030983	0.6667
HP:0006778	GO:0032137	0.6667
HP:0006778	GO:0032142	0.6667
HP:0006778	GO:0032143	0.8000
HP:0006778	GO:0032301	0.8000
HP:0006778	GO:0032357	0.5714
HP:0006778	GO:0032405	0.4444
HP:0006778	GO:0043531	0.2857
HP:0006778	GO:0043570	0.5714
HP:0006778	GO:0045190	0.4444
HP:0006778	GO:0045910	0.5714
HP:0006778	GO:0051096	0.5714
HP:0006785	GO:0005681	0.2308
HP:0006785	GO:0010467	0.3077
HP:0006785	GO:0034993	0.2857
HP:0006785	GO:0090286	0.3077
HP:0006785	GO:0098505	0.2667
HP:0006789	GO:0005750	0.7500
HP:0006789	GO:0006119	0.2857
HP:0006789	GO:0006122	0.6250
HP:0006789	GO:0008121	0.3333
HP:0006789	GO:0009060	0.2222
HP:0006789	GO:0034551	0.6667
HP:0006790	GO:0004175	0.2667
HP:0006790	GO:0005641	0.5714
HP:0006790	GO:0006509	0.3077
HP:0006790	GO:0007220	0.2857
HP:0006790	GO:0016485	0.2000
HP:0006790	GO:0042987	0.4444
HP:0006790	GO:0043085	0.2857
HP:0006808	GO:0003743	0.2128
HP:0006808	GO:0005248	0.2182
HP:0006808	GO:0005851	0.2174
HP:0006808	GO:0009749	0.2000
HP:0006808	GO:0014003	0.2174
HP:0006808	GO:0042552	0.2041
HP:0006808	GO:0043434	0.2083
HP:0006813	GO:0000149	0.2000
HP:0006813	GO:0004890	0.4000
