HPO_term	GO_term	Co-occurrence_similarity_(S)
HP:0001809	GO:0032202	0.2500
HP:0001809	GO:0032206	0.2000
HP:0001809	GO:0032211	0.2353
HP:0001809	GO:0034513	0.3750
HP:0001809	GO:0042162	0.4211
HP:0001809	GO:0051973	0.2500
HP:0001809	GO:0070034	0.5263
HP:0001809	GO:0070187	0.2500
HP:0001809	GO:0070198	0.2353
HP:0001809	GO:0070200	0.3333
HP:0001809	GO:0072589	0.3750
HP:0001809	GO:0090661	0.3750
HP:0001809	GO:1904851	0.2500
HP:0001809	GO:1904874	0.3529
HP:0001810	GO:0002193	0.3077
HP:0001810	GO:0003160	0.3077
HP:0001810	GO:0003198	0.2353
HP:0001810	GO:0003208	0.2667
HP:0001810	GO:0003209	0.2857
HP:0001810	GO:0003214	0.2667
HP:0001810	GO:0003222	0.3333
HP:0001810	GO:0003256	0.2857
HP:0001810	GO:0003344	0.2667
HP:0001810	GO:0007221	0.3077
HP:0001810	GO:0030279	0.2105
HP:0001810	GO:0035912	0.2500
HP:0001810	GO:0035924	0.2353
HP:0001810	GO:0060045	0.2000
HP:0001810	GO:0061314	0.3750
HP:0001810	GO:0061419	0.3077
HP:0001810	GO:0090051	0.2857
HP:0001814	GO:0018024	0.2857
HP:0001814	GO:0043547	0.2222
HP:0001816	GO:0006665	0.2105
HP:0001816	GO:0016702	0.2222
HP:0001816	GO:0030991	0.3636
HP:0001816	GO:0035721	0.3478
HP:0001816	GO:0046513	0.2400
HP:0001816	GO:0051122	0.2222
HP:0001816	GO:0097542	0.2286
HP:0001818	GO:0019233	0.2222
HP:0001818	GO:0031659	0.2500
HP:0001820	GO:0001533	0.2222
HP:0001820	GO:0006625	0.2105
HP:0001820	GO:0006665	0.2500
HP:0001820	GO:0016702	0.2667
HP:0001820	GO:0019369	0.2222
HP:0001820	GO:0019372	0.2105
HP:0001820	GO:0042623	0.2353
HP:0001820	GO:0043651	0.2222
HP:0001820	GO:0051122	0.2667
HP:0001820	GO:0061436	0.2105
HP:0001821	GO:0030991	0.7273
HP:0001821	GO:0032391	0.2500
HP:0001821	GO:0035721	0.6667
HP:0001821	GO:0061512	0.2667
HP:0001821	GO:0097542	0.3333
HP:0001829	GO:0005813	0.2132
HP:0001829	GO:0005929	0.2787
HP:0001829	GO:0034464	0.2093
HP:0001829	GO:0035869	0.2222
HP:0001829	GO:0036038	0.2500
HP:0001829	GO:0036064	0.2982
HP:0001829	GO:0060271	0.4348
HP:0001829	GO:0097542	0.2083
HP:0001830	GO:0005929	0.2588
HP:0001830	GO:0007224	0.2712
HP:0001830	GO:0035869	0.3019
HP:0001830	GO:0036038	0.3529
HP:0001830	GO:0036064	0.2078
HP:0001830	GO:0060271	0.2970
HP:0001830	GO:0097542	0.3390
HP:0001837	GO:0030991	0.5333
HP:0001837	GO:0032391	0.2000
HP:0001837	GO:0035721	0.5000
HP:0001837	GO:0060071	0.2500
HP:0001837	GO:0061512	0.2105
HP:0001837	GO:0097542	0.2857
HP:0001837	GO:0099054	0.3077
HP:0001837	GO:1904929	0.3333
HP:0001838	GO:0005777	0.2124
HP:0001838	GO:0005778	0.2500
HP:0001838	GO:0007031	0.2532
HP:0001838	GO:0016558	0.2133
HP:0001839	GO:0005007	0.2353
HP:0001839	GO:0010518	0.2105
HP:0001839	GO:0016055	0.2632
HP:0001839	GO:0019005	0.2105
HP:0001839	GO:0031146	0.2222
HP:0001840	GO:0005777	0.2766
HP:0001840	GO:0005778	0.3478
HP:0001840	GO:0005779	0.2545
HP:0001840	GO:0006625	0.2264
HP:0001840	GO:0007031	0.3667
HP:0001840	GO:0016558	0.2857
HP:0001842	GO:0019233	0.2667
HP:0001842	GO:0043206	0.3077
HP:0001842	GO:0043588	0.2000
HP:0001842	GO:0048407	0.2353
HP:0001845	GO:0017112	0.2000
HP:0001845	GO:0033489	0.2222
HP:0001845	GO:0033490	0.2222
HP:0001845	GO:0034389	0.2222
HP:0001845	GO:0042974	0.2105
HP:0001845	GO:0043547	0.2069
HP:0001845	GO:0048387	0.2105
HP:0001845	GO:0097051	0.2500
HP:0001845	GO:1903061	0.2353
HP:0001845	GO:1903373	0.2500
HP:0001845	GO:2000786	0.2353
HP:0001848	GO:0003009	0.2400
HP:0001848	GO:0005861	0.2222
HP:0001848	GO:0006564	0.2667
HP:0001848	GO:0030049	0.2564
HP:0001848	GO:0043462	0.2353
HP:0001849	GO:0002193	0.2222
HP:0001849	GO:0003160	0.2222
HP:0001849	GO:0003208	0.2000
HP:0001849	GO:0003209	0.2105
HP:0001849	GO:0003214	0.2000
HP:0001849	GO:0003222	0.2609
HP:0001849	GO:0003256	0.2105
HP:0001849	GO:0003344	0.2000
HP:0001849	GO:0007221	0.2222
HP:0001849	GO:0016055	0.2000
HP:0001849	GO:0031146	0.2000
HP:0001849	GO:0061314	0.2857
HP:0001849	GO:0061419	0.2222
HP:0001849	GO:0090051	0.2105
HP:0001853	GO:0005109	0.2667
HP:0001853	GO:0060071	0.3333
HP:0001853	GO:0099054	0.5714
HP:0001862	GO:0000186	0.4000
HP:0001862	GO:0007018	0.2105
HP:0001862	GO:0046579	0.5000
HP:0001862	GO:0048011	0.8000
HP:0001864	GO:0005242	0.2857
HP:0001864	GO:0010107	0.2222
HP:0001864	GO:0015467	0.5000
HP:0001868	GO:0004758	0.5714
HP:0001868	GO:0007029	0.3636
HP:0001868	GO:0017059	0.5714
HP:0001868	GO:0030148	0.2500
HP:0001868	GO:0046513	0.2857
HP:0001868	GO:0071782	0.3333
HP:0001868	GO:1904504	0.5000
HP:0001872	GO:0007265	0.2222
HP:0001874	GO:0030049	0.2222
HP:0001874	GO:0060048	0.2051
HP:0001875	GO:0000184	0.2031
HP:0001875	GO:0006364	0.2105
HP:0001875	GO:0006413	0.2000
HP:0001875	GO:0006614	0.2097
HP:0001875	GO:0019083	0.2031
HP:0001875	GO:0036297	0.2097
HP:0001876	GO:0036297	0.2804
HP:0001879	GO:0002331	0.2500
HP:0001879	GO:0004917	0.2667
HP:0001879	GO:0033077	0.3000
HP:0001879	GO:0033151	0.3750
HP:0001879	GO:0070419	0.2353
HP:0001880	GO:0033077	0.2162
HP:0001881	GO:0000723	0.3000
HP:0001881	GO:0000781	0.2353
HP:0001881	GO:0000783	0.5455
HP:0001881	GO:0003720	0.4444
HP:0001881	GO:0005697	0.2857
HP:0001881	GO:0007004	0.3529
HP:0001881	GO:0016233	0.3636
HP:0001881	GO:0032202	0.4000
HP:0001881	GO:0032206	0.2857
HP:0001881	GO:0032211	0.3636
HP:0001881	GO:0042162	0.4615
HP:0001881	GO:0051973	0.2222
HP:0001881	GO:0070034	0.3077
HP:0001881	GO:0070187	0.4000
HP:0001881	GO:0070198	0.3636
HP:0001881	GO:0070200	0.3333
HP:0001882	GO:0000184	0.2917
HP:0001882	GO:0003735	0.2637
HP:0001882	GO:0006364	0.2772
HP:0001882	GO:0006412	0.2800
HP:0001882	GO:0006413	0.2653
HP:0001882	GO:0006614	0.2826
HP:0001882	GO:0019083	0.2708
HP:0001882	GO:0036297	0.2826
HP:0001882	GO:0043240	0.2025
HP:0001884	GO:0008333	0.3333
HP:0001884	GO:0030897	0.4444
HP:0001884	GO:0097352	0.2500
HP:0001886	GO:0004758	0.5714
HP:0001886	GO:0007029	0.3636
HP:0001886	GO:0017059	0.5714
HP:0001886	GO:0030148	0.2500
HP:0001886	GO:0046513	0.2857
HP:0001886	GO:0071782	0.3333
HP:0001886	GO:1904504	0.5000
HP:0001889	GO:0009086	0.2353
HP:0001889	GO:0009235	0.5161
HP:0001889	GO:0015889	0.3158
HP:0001889	GO:0031103	0.2222
HP:0001889	GO:0046655	0.3158
HP:0001889	GO:0070402	0.2105
HP:0001891	GO:0008154	0.2500
HP:0001891	GO:0008625	0.2143
HP:0001891	GO:0031265	0.2353
HP:0001891	GO:0097296	0.2105
HP:0001891	GO:0097527	0.2222
HP:0001891	GO:1902041	0.2105
HP:0001892	GO:0005777	0.2286
HP:0001892	GO:0005778	0.2750
HP:0001892	GO:0005779	0.2121
HP:0001892	GO:0007031	0.2817
HP:0001892	GO:0016558	0.2388
HP:0001894	GO:0000028	0.2632
HP:0001894	GO:0000184	0.4912
HP:0001894	GO:0003735	0.5000
HP:0001894	GO:0005840	0.2564
HP:0001894	GO:0006364	0.4516
HP:0001894	GO:0006412	0.4590
HP:0001894	GO:0006413	0.4746
HP:0001894	GO:0006614	0.5283
HP:0001894	GO:0015935	0.2162
HP:0001894	GO:0019083	0.4912
HP:0001894	GO:0022625	0.2564
HP:0001894	GO:0022627	0.3750
HP:0001894	GO:0042273	0.2222
HP:0001894	GO:0042274	0.2632
HP:0001895	GO:0000028	0.3077
HP:0001895	GO:0000184	0.5778
HP:0001895	GO:0000462	0.2308
HP:0001895	GO:0002181	0.2500
HP:0001895	GO:0003735	0.6000
HP:0001895	GO:0005840	0.3704
HP:0001895	GO:0006096	0.2500
HP:0001895	GO:0006364	0.5200
HP:0001895	GO:0006412	0.5306
HP:0001895	GO:0006413	0.5532
HP:0001895	GO:0006614	0.6341
HP:0001895	GO:0015935	0.3200
HP:0001895	GO:0019083	0.5778
HP:0001895	GO:0022625	0.3704
HP:0001895	GO:0022627	0.4444
HP:0001895	GO:0042273	0.3333
HP:0001895	GO:0042274	0.3846
HP:0001896	GO:0000028	0.2051
HP:0001896	GO:0000184	0.4483
HP:0001896	GO:0003735	0.4528
HP:0001896	GO:0005840	0.2500
HP:0001896	GO:0006281	0.2118
HP:0001896	GO:0006364	0.4127
HP:0001896	GO:0006412	0.4194
HP:0001896	GO:0006413	0.4333
HP:0001896	GO:0006614	0.4815
HP:0001896	GO:0015935	0.2105
HP:0001896	GO:0019083	0.4483
HP:0001896	GO:0022625	0.2500
HP:0001896	GO:0022627	0.3265
HP:0001896	GO:0036297	0.4815
HP:0001896	GO:0042273	0.2162
HP:0001896	GO:0042274	0.2564
HP:0001896	GO:0043240	0.3902
HP:0001897	GO:0000028	0.3077
HP:0001897	GO:0000184	0.5778
HP:0001897	GO:0000462	0.2308
HP:0001897	GO:0002181	0.2500
HP:0001897	GO:0003735	0.6000
HP:0001897	GO:0005840	0.3704
HP:0001897	GO:0006096	0.2500
HP:0001897	GO:0006364	0.5200
HP:0001897	GO:0006412	0.5306
HP:0001897	GO:0006413	0.5532
HP:0001897	GO:0006614	0.6341
HP:0001897	GO:0015935	0.3200
HP:0001897	GO:0019083	0.5778
HP:0001897	GO:0022625	0.3704
HP:0001897	GO:0022627	0.4444
HP:0001897	GO:0042273	0.3333
HP:0001897	GO:0042274	0.3846
HP:0001898	GO:0061418	0.4000
HP:0001899	GO:0061418	0.4000
HP:0001900	GO:0061418	0.3750
HP:0001901	GO:0001569	0.2105
HP:0001901	GO:0004601	0.2500
HP:0001901	GO:0005024	0.2353
HP:0001901	GO:0005833	0.3750
HP:0001901	GO:0010596	0.2353
HP:0001901	GO:0010862	0.2424
HP:0001901	GO:0010942	0.2222
HP:0001901	GO:0015671	0.2857
HP:0001901	GO:0030513	0.2609
HP:0001901	GO:0031720	0.3077
HP:0001901	GO:0031838	0.3077
HP:0001901	GO:0035912	0.2500
HP:0001901	GO:0042542	0.2000
HP:0001901	GO:0042744	0.2222
HP:0001901	GO:0043537	0.2353
HP:0001901	GO:0048185	0.2857
HP:0001901	GO:0051291	0.2353
HP:0001901	GO:0071682	0.2222
HP:0001901	GO:0071773	0.2400
HP:0001901	GO:0090500	0.3077
HP:0001901	GO:2000279	0.2857
HP:0001902	GO:0001725	0.2000
HP:0001902	GO:0001726	0.2000
HP:0001902	GO:0007229	0.2400
HP:0001902	GO:0008305	0.2222
HP:0001902	GO:0010949	0.3636
HP:0001902	GO:0015918	0.3636
HP:0001902	GO:0017127	0.2222
HP:0001902	GO:0030220	0.2857
HP:0001902	GO:0030299	0.4286
HP:0001902	GO:0031092	0.4286
HP:0001902	GO:0043190	0.3077
HP:0001902	GO:0045796	0.3636
HP:0001902	GO:0070527	0.2222
HP:0001904	GO:0031265	0.2000
HP:0001904	GO:0097190	0.2222
HP:0001909	GO:0006281	0.2600
HP:0001909	GO:0036297	0.3768
HP:0001909	GO:0043240	0.2857
HP:0001913	GO:0031201	0.2353
HP:0001913	GO:0043304	0.5714
HP:0001913	GO:0044194	0.5714
HP:0001915	GO:0000723	0.2182
HP:0001915	GO:0000732	0.2000
HP:0001915	GO:0000784	0.2439
HP:0001915	GO:0005697	0.2041
HP:0001915	GO:0007004	0.2308
HP:0001915	GO:0036297	0.4127
HP:0001915	GO:0043240	0.3200
HP:0001915	GO:0070034	0.2083
HP:0001917	GO:0050713	0.8000
HP:0001917	GO:0050728	0.3000
HP:0001919	GO:0006957	0.3000
HP:0001919	GO:0015143	0.2353
HP:0001919	GO:0030449	0.3030
HP:0001919	GO:0046415	0.2353
HP:0001920	GO:0000104	0.2609
HP:0001920	GO:0005749	0.3333
HP:0001920	GO:0006099	0.2778
HP:0001920	GO:0006121	0.3333
HP:0001922	GO:0004308	0.3636
HP:0001922	GO:0006517	0.3333
HP:0001922	GO:0009313	0.3636
HP:0001924	GO:0051537	0.2222
HP:0001927	GO:0006665	0.2105
HP:0001927	GO:0016702	0.2222
HP:0001927	GO:0051122	0.2222
HP:0001928	GO:0005778	0.2051
HP:0001929	GO:0006486	0.2222
HP:0001929	GO:0006487	0.2857
HP:0001929	GO:0009298	0.5714
HP:0001930	GO:0004601	0.3333
HP:0001930	GO:0005833	0.3333
HP:0001930	GO:0006094	0.2069
HP:0001930	GO:0006096	0.3158
HP:0001930	GO:0010942	0.2857
HP:0001930	GO:0015671	0.4000
HP:0001930	GO:0031720	0.4444
HP:0001930	GO:0031838	0.4444
HP:0001930	GO:0042542	0.2500
HP:0001930	GO:0042744	0.2857
HP:0001930	GO:0051291	0.3077
HP:0001930	GO:0061621	0.3158
HP:0001930	GO:0071682	0.2857
HP:0001934	GO:0007597	0.2609
HP:0001934	GO:0007599	0.2667
HP:0001934	GO:0030134	0.2353
HP:0001934	GO:0033116	0.2500
HP:0001934	GO:0048208	0.2000
HP:0001937	GO:0006956	0.2162
HP:0001937	GO:0006957	0.4000
HP:0001937	GO:0030449	0.3571
HP:0001941	GO:0005245	0.2105
HP:0001941	GO:0031674	0.2667
HP:0001942	GO:0005759	0.2049
HP:0001943	GO:0005739	0.2661
HP:0001943	GO:0005743	0.2419
HP:0001943	GO:0005759	0.2555
HP:0001943	GO:0032981	0.2716
HP:0001946	GO:0003863	0.2667
HP:0001946	GO:0004689	0.2222
HP:0001946	GO:0005947	0.3529
HP:0001946	GO:0005964	0.2222
HP:0001946	GO:0009083	0.2759
HP:0001946	GO:0016831	0.2667
HP:0001947	GO:0006885	0.2105
HP:0001947	GO:0008333	0.2000
HP:0001947	GO:0016471	0.2105
HP:0001947	GO:0030897	0.2353
HP:0001947	GO:0061314	0.2000
HP:0001949	GO:0006814	0.2500
HP:0001949	GO:0007588	0.2143
HP:0001949	GO:0015280	0.4000
HP:0001949	GO:0034706	0.3333
HP:0001949	GO:0035725	0.2500
HP:0001949	GO:0050699	0.3333
HP:0001949	GO:0050891	0.3636
HP:0001949	GO:0055078	0.3333
HP:0001950	GO:0000050	0.6154
HP:0001950	GO:0006526	0.6000
HP:0001950	GO:0019240	0.5000
HP:0001950	GO:0042450	0.5714
HP:0001951	GO:0000050	0.6667
HP:0001951	GO:0006526	0.6667
HP:0001951	GO:0019240	0.5714
HP:0001951	GO:0042450	0.6667
HP:0001952	GO:0006641	0.2105
HP:0001952	GO:0010873	0.2857
HP:0001952	GO:0017127	0.2353
HP:0001952	GO:0018024	0.2105
HP:0001952	GO:0019433	0.2500
HP:0001952	GO:0031102	0.3333
HP:0001952	GO:0033344	0.2000
HP:0001952	GO:0033700	0.2500
HP:0001952	GO:0034361	0.2500
HP:0001952	GO:0034362	0.3077
HP:0001952	GO:0034364	0.2500
HP:0001952	GO:0034380	0.3077
HP:0001952	GO:0042627	0.2667
HP:0001952	GO:0043691	0.2105
HP:0001952	GO:0046975	0.4000
HP:0001952	GO:0048260	0.2500
HP:0001952	GO:0050750	0.2667
HP:0001952	GO:0060228	0.3333
HP:0001952	GO:0070328	0.2000
HP:0001954	GO:0005127	0.2400
HP:0001954	GO:0050728	0.2051
HP:0001955	GO:0003091	0.2353
HP:0001959	GO:0007588	0.2667
HP:0001959	GO:0032391	0.2286
HP:0001960	GO:0005242	0.2857
HP:0001960	GO:0010107	0.2222
HP:0001960	GO:0015272	0.4444
HP:0001961	GO:0004889	0.4615
HP:0001961	GO:0005892	0.4615
HP:0001961	GO:0007271	0.4706
HP:0001961	GO:0007274	0.3750
HP:0001961	GO:0015276	0.3158
HP:0001961	GO:0015464	0.4615
HP:0001961	GO:0035094	0.4286
HP:0001961	GO:0042166	0.4286
HP:0001961	GO:0045211	0.2500
HP:0001961	GO:0048630	0.5714
HP:0001961	GO:0050881	0.6667
HP:0001961	GO:0050905	0.4444
HP:0001962	GO:0030018	0.2222
HP:0001962	GO:0030049	0.2222
HP:0001962	GO:0060048	0.3077
HP:0001962	GO:0061337	0.2202
HP:0001962	GO:0086002	0.2136
HP:0001962	GO:0086091	0.3636
HP:0001963	GO:0007605	0.3529
HP:0001964	GO:0001502	0.2667
HP:0001964	GO:0002062	0.2000
HP:0001964	GO:0019005	0.2857
HP:0001964	GO:0031146	0.3077
HP:0001964	GO:0032332	0.2500
HP:0001964	GO:0048018	0.2105
HP:0001967	GO:0032835	0.3636
HP:0001967	GO:0032836	0.2857
HP:0001970	GO:0005750	0.3529
HP:0001970	GO:0006122	0.2941
HP:0001970	GO:0030991	0.2353
HP:0001970	GO:0032391	0.2564
HP:0001970	GO:0034551	0.3030
HP:0001970	GO:0035721	0.2286
HP:0001970	GO:0097542	0.2128
HP:0001971	GO:0002193	0.2857
HP:0001971	GO:0003160	0.2857
HP:0001971	GO:0003198	0.2222
HP:0001971	GO:0003208	0.2500
HP:0001971	GO:0003209	0.2667
HP:0001971	GO:0003214	0.2500
HP:0001971	GO:0003222	0.3158
HP:0001971	GO:0003256	0.2667
HP:0001971	GO:0003344	0.2500
HP:0001971	GO:0004601	0.2353
HP:0001971	GO:0005833	0.2353
HP:0001971	GO:0007221	0.2857
HP:0001971	GO:0010942	0.2105
HP:0001971	GO:0015671	0.2667
HP:0001971	GO:0030279	0.2000
HP:0001971	GO:0031720	0.2857
HP:0001971	GO:0031838	0.2857
HP:0001971	GO:0035912	0.2353
HP:0001971	GO:0035924	0.2222
HP:0001971	GO:0042744	0.2105
HP:0001971	GO:0051291	0.2222
HP:0001971	GO:0061314	0.3529
HP:0001971	GO:0061419	0.2857
HP:0001971	GO:0071682	0.2105
HP:0001971	GO:0090051	0.2667
HP:0001972	GO:0000028	0.2581
HP:0001972	GO:0000184	0.5200
HP:0001972	GO:0002181	0.2069
HP:0001972	GO:0003735	0.5333
HP:0001972	GO:0005840	0.3125
HP:0001972	GO:0006364	0.5091
HP:0001972	GO:0006412	0.4815
HP:0001972	GO:0006413	0.5000
HP:0001972	GO:0006614	0.5652
HP:0001972	GO:0015935	0.2667
HP:0001972	GO:0019083	0.5200
HP:0001972	GO:0022625	0.3125
HP:0001972	GO:0022627	0.3902
HP:0001972	GO:0042273	0.2759
HP:0001972	GO:0042274	0.3226
HP:0001973	GO:0008625	0.2143
HP:0001973	GO:0031265	0.2353
HP:0001973	GO:0035097	0.2105
HP:0001973	GO:0044666	0.2667
HP:0001973	GO:0051568	0.2500
HP:0001973	GO:0097296	0.2105
HP:0001973	GO:0097527	0.2222
HP:0001973	GO:1902041	0.2105
HP:0001974	GO:0033151	0.2222
HP:0001975	GO:0007229	0.2222
HP:0001975	GO:0031092	0.5714
HP:0001976	GO:0006487	0.4000
HP:0001976	GO:0006488	0.2857
HP:0001976	GO:0006489	0.2857
HP:0001976	GO:0009298	0.3636
HP:0001976	GO:0019348	0.3333
HP:0001977	GO:0007586	0.2353
HP:0001978	GO:0030316	0.3077
HP:0001982	GO:0015485	0.2857
HP:0001982	GO:0030301	0.2667
HP:0001982	GO:0033344	0.3529
HP:0001982	GO:0042632	0.2000
HP:0001982	GO:0043407	0.2667
HP:0001983	GO:0008154	0.8000
HP:0001985	GO:0003857	0.5000
HP:0001985	GO:0004095	0.5000
HP:0001985	GO:0004300	0.3636
HP:0001985	GO:0006635	0.3333
HP:0001985	GO:0006853	0.3636
HP:0001985	GO:0035965	0.4000
HP:0001986	GO:0003091	0.2353
HP:0001987	GO:0000050	0.3019
HP:0001987	GO:0005743	0.2016
HP:0001987	GO:0005750	0.2353
HP:0001987	GO:0006526	0.2000
HP:0001987	GO:0006768	0.2264
HP:0001987	GO:0034551	0.2000
HP:0001988	GO:0030819	0.2353
HP:0001989	GO:0004889	0.2609
HP:0001989	GO:0005892	0.2609
HP:0001989	GO:0007271	0.2963
HP:0001989	GO:0007274	0.2308
HP:0001989	GO:0015276	0.2069
HP:0001989	GO:0015464	0.2609
HP:0001989	GO:0035094	0.2500
HP:0001989	GO:0042166	0.2500
HP:0001989	GO:0045211	0.2308
HP:0001989	GO:0048630	0.2353
HP:0001989	GO:0048741	0.2000
HP:0001989	GO:0050881	0.2500
HP:0001989	GO:0050905	0.2105
HP:0001992	GO:0002169	0.4000
HP:0001992	GO:0004485	0.4000
HP:0001992	GO:0006552	0.3333
HP:0001992	GO:0006768	0.5000
HP:0001992	GO:0009374	0.3333
HP:0001992	GO:0032217	0.3636
HP:0001992	GO:0032218	0.3636
HP:0001992	GO:0051291	0.2857
HP:0001992	GO:1905202	0.4000
HP:0001993	GO:0005750	0.4286
HP:0001993	GO:0006122	0.3571
HP:0001993	GO:0006552	0.2308
HP:0001993	GO:0034551	0.3704
HP:0001994	GO:0033617	0.3077
HP:0002000	GO:0035097	0.3077
HP:0002000	GO:0044666	0.4444
HP:0002000	GO:0051568	0.4000
HP:0002006	GO:0001054	0.2222
HP:0002006	GO:0001056	0.2105
HP:0002006	GO:0005666	0.2105
HP:0002006	GO:0005736	0.2222
HP:0002009	GO:0001822	0.3590
HP:0002009	GO:0001974	0.2000
HP:0002009	GO:0002003	0.4000
HP:0002009	GO:0002018	0.3077
HP:0002009	GO:0002019	0.3077
HP:0002009	GO:0002034	0.2857
HP:0002009	GO:0003081	0.3077
HP:0002009	GO:0008217	0.2000
HP:0002009	GO:0010744	0.2222
HP:0002009	GO:0010873	0.2353
HP:0002009	GO:0019229	0.3750
HP:0002009	GO:0031711	0.3077
HP:0002009	GO:0032270	0.2222
HP:0002009	GO:0033864	0.3077
HP:0002009	GO:0034374	0.2222
HP:0002009	GO:0035813	0.2857
HP:0002009	GO:0038166	0.2857
HP:0002009	GO:0042312	0.2857
HP:0002009	GO:0061098	0.2105
HP:0002009	GO:0072189	0.2857
HP:0002009	GO:0072300	0.3077
HP:0002009	GO:0090190	0.2105
HP:0002009	GO:2000379	0.2000
HP:0002010	GO:0005588	0.8000
HP:0002010	GO:0030199	0.2727
HP:0002010	GO:0032964	0.8000
HP:0002010	GO:0043588	0.2500
HP:0002010	GO:0048407	0.3077
HP:0002010	GO:0048592	0.6667
HP:0002010	GO:1903225	0.8000
HP:0002012	GO:0004702	0.2667
HP:0002012	GO:0004708	0.3333
HP:0002012	GO:0004712	0.2857
HP:0002012	GO:0032872	0.3636
HP:0002012	GO:0035897	0.4444
HP:0002012	GO:0043539	0.2667
HP:0002012	GO:0071902	0.2667
HP:0002012	GO:0090170	0.4000
HP:0002012	GO:1903800	0.3636
HP:0002012	GO:2000641	0.3636
HP:0002013	GO:0005739	0.2000
HP:0002013	GO:0005759	0.2302
HP:0002013	GO:0032981	0.2410
HP:0002018	GO:0017133	0.2105
HP:0002018	GO:0022904	0.2400
HP:0002018	GO:0033539	0.2069
HP:0002021	GO:0005778	0.2095
HP:0002021	GO:0007031	0.2083
HP:0002023	GO:0036297	0.2031
HP:0002025	GO:0006506	0.3125
HP:0002025	GO:0016254	0.2581
HP:0002028	GO:0007004	0.2105
HP:0002032	GO:0000724	0.2041
HP:0002032	GO:0006281	0.2278
HP:0002032	GO:0036297	0.5417
HP:0002032	GO:0043240	0.4571
HP:0002033	GO:0005777	0.2708
HP:0002033	GO:0005778	0.3380
HP:0002033	GO:0005779	0.2456
HP:0002033	GO:0006625	0.2182
HP:0002033	GO:0007031	0.3548
HP:0002033	GO:0016558	0.2759
HP:0002035	GO:0017015	0.2500
HP:0002035	GO:0060391	0.2069
HP:0002036	GO:0000775	0.2609
HP:0002036	GO:0005694	0.2400
HP:0002036	GO:0007062	0.2222
HP:0002036	GO:0007064	0.2222
HP:0002036	GO:0008278	0.3333
HP:0002036	GO:0030208	0.2105
HP:0002036	GO:0030893	0.2222
HP:0002036	GO:0032876	0.2222
HP:0002036	GO:0048251	0.2105
HP:0002037	GO:0004920	0.2500
HP:0002037	GO:0008154	0.2353
HP:0002037	GO:0031085	0.2500
HP:0002037	GO:0042130	0.2105
HP:0002037	GO:1903232	0.2500
HP:0002038	GO:0000050	0.7692
HP:0002038	GO:0006526	0.6000
HP:0002038	GO:0019240	0.5000
HP:0002038	GO:0042450	0.5714
HP:0002040	GO:0001569	0.2222
HP:0002040	GO:0003198	0.2400
HP:0002040	GO:0003208	0.2609
HP:0002040	GO:0003209	0.2727
HP:0002040	GO:0003222	0.3077
HP:0002040	GO:0010596	0.2400
HP:0002040	GO:0030513	0.3226
HP:0002040	GO:0035912	0.3333
HP:0002040	GO:0061314	0.2500
HP:0002041	GO:0005579	0.2857
HP:0002041	GO:0006956	0.2564
HP:0002041	GO:0030449	0.4667
HP:0002041	GO:0031994	0.2353
HP:0002041	GO:0035878	0.2667
HP:0002041	GO:0038132	0.2500
HP:0002041	GO:0055087	0.2857
HP:0002041	GO:0097186	0.2500
HP:0002043	GO:0000723	0.2963
HP:0002043	GO:0000783	0.3333
HP:0002043	GO:0003720	0.2500
HP:0002043	GO:0005697	0.4762
HP:0002043	GO:0005732	0.2222
HP:0002043	GO:0007004	0.5000
HP:0002043	GO:0010521	0.2222
HP:0002043	GO:0016233	0.2222
HP:0002043	GO:0031118	0.3529
HP:0002043	GO:0031120	0.3529
HP:0002043	GO:0031429	0.3529
HP:0002043	GO:0032202	0.2353
HP:0002043	GO:0032211	0.2222
HP:0002043	GO:0034513	0.3529
HP:0002043	GO:0042162	0.4000
HP:0002043	GO:0051973	0.2400
HP:0002043	GO:0070034	0.5000
HP:0002043	GO:0070187	0.2353
HP:0002043	GO:0070198	0.2222
HP:0002043	GO:0070200	0.3158
HP:0002043	GO:0072589	0.3529
HP:0002043	GO:0090661	0.3529
HP:0002043	GO:1904851	0.2353
HP:0002043	GO:1904874	0.3333
HP:0002044	GO:0000079	0.5714
HP:0002044	GO:0000082	0.2000
HP:0002044	GO:0004861	0.6667
HP:0002044	GO:0030511	0.2857
HP:0002044	GO:0031668	0.5000
HP:0002044	GO:0042326	0.5333
HP:0002045	GO:0004996	0.2857
HP:0002045	GO:0030878	0.2105
HP:0002046	GO:0032872	0.2000
HP:0002046	GO:0035897	0.2222
HP:0002046	GO:0090170	0.2105
HP:0002046	GO:1903800	0.2000
HP:0002046	GO:2000641	0.2000
HP:0002047	GO:0004889	0.2222
HP:0002047	GO:0005892	0.2222
HP:0002047	GO:0007271	0.2581
HP:0002047	GO:0007274	0.2667
HP:0002047	GO:0015464	0.2222
HP:0002047	GO:0035094	0.2143
HP:0002047	GO:0042166	0.2143
HP:0002047	GO:0050881	0.2000
HP:0002047	GO:0097058	0.2000
HP:0002049	GO:0005750	0.6000
HP:0002049	GO:0006119	0.2222
HP:0002049	GO:0006122	0.5000
HP:0002049	GO:0008121	0.2500
HP:0002049	GO:0034551	0.5263
HP:0002058	GO:0006936	0.2319
HP:0002058	GO:0030049	0.2308
HP:0002064	GO:0071782	0.2000
HP:0002074	GO:0006672	0.3333
